time/ade,time,complete,plan,hemi,norm plan,norm hemi
189.8958333,21.5,26.61668016,26.51433916,24.85,0.996155005,0.933625074
189.9166667,22,26.0365883,25.84216829,23.85,0.992532816,0.916018632
189.9375,22.5,25.51590058,25.23087817,23.35,0.988829616,0.915115652
189.9583333,23,25.11688232,24.86816728,22.85,0.990097695,0.909746668
189.9791667,23.5,24.51147611,24.19219873,22.35,0.986974372,0.911817791
190,0,24.08634157,23.72273248,21.85,0.98490393,0.907153124
190.0208333,0.5,23.41422585,23.08765324,21.35,0.986052385,0.911838817
190.0416667,1,23.04191729,22.65411301,20.85,0.983169618,0.904872617
190.0625,1.5,22.58892389,22.22118086,20.35,0.983720206,0.900883995
190.0833333,2,22.37382725,21.97089347,20.35,0.981990842,0.909544879
190.1041667,2.5,21.89492098,21.52901925,19.85,0.983288283,0.906602952
190.125,3,21.57638034,21.19166152,19.85,0.982169446,0.919987491
190.1458333,3.5,21.33353829,20.97199205,19.35,0.983052683,0.907022536
190.1666667,4,21.14171335,20.84896158,19.35,0.986152884,0.915252216
190.1875,4.5,21.06638348,20.87747245,19.85,0.991032584,0.942259502
190.2083333,5,20.96696845,20.77504178,19.35,0.990846237,0.922880198
190.2291667,5.5,21.06428798,20.95518526,19.85,0.994820489,0.942353239
190.25,6,21.46499832,21.63354025,20.85,1.007851942,0.971348783
190.2708333,6.5,22.39660253,22.9390997,22.35,1.024222298,0.997919214
190.2916667,7,24.02020316,25.33116704,24.35,1.054577551,1.013729977
190.3125,7.5,25.19207364,26.62075309,26.35,1.056711467,1.045963916
190.3333333,8,27.13198514,28.82809042,28.35,1.062513129,1.044892213
190.3541667,8.5,27.21584877,29.21535471,28.85,1.07346844,1.060044103
190.375,9,29.09098246,30.99131761,29.85,1.065323856,1.026091162
190.3958333,9.5,28.85298888,31.02817308,30.35,1.075388523,1.051884092
190.4166667,10,30.22027625,32.12761859,31.35,1.063114656,1.037382972
190.4375,10.5,30.33953482,32.78958332,31.85,1.08075432,1.049785377
190.4583333,11,31.96908802,34.89751189,34.35,1.091601733,1.074475443
190.4791667,11.5,31.80005958,34.32921872,32.85,1.079533157,1.033016933
190.5,12,32.3464971,34.23745921,32.35,1.058459564,1.000108293
190.5208333,12.5,30.80680905,33.02252509,31.35,1.071922932,1.017632172
190.5416667,13,34.57189113,38.22724868,37.35,1.105732068,1.080357446
190.5625,13.5,33.58961862,37.14342212,36.85,1.10580065,1.09706515
190.5833333,14,37.82530787,42.24627559,40.35,1.116878565,1.066746109
190.6041667,14.5,38.50038136,43.39074559,41.85,1.127021189,1.08700222
190.625,15,39.92476543,45.48095351,42.35,1.139166455,1.060745118
190.6458333,15.5,39.75733961,45.11755569,41.85,1.134823309,1.052635826
190.6666667,16,35.66792361,38.95444905,28.35,1.092142326,0.794831802
190.6875,16.5,31.72465511,33.15716746,25.85,1.045154544,0.814823673
190.7083333,17,29.44974276,30.42317861,25.85,1.033054138,0.877766581
190.7291667,17.5,26.57030896,26.98220801,25.35,1.01550223,0.954072459
190.75,18,26.40486776,26.12558439,24.35,0.989423035,0.922178449
190.7708333,18.5,25.78019366,25.74307471,24.85,0.998560176,0.963918283
190.7916667,19,26.47903275,26.72524557,26.35,1.009298407,0.995126984
190.8125,19.5,25.6743803,25.61593831,24.85,0.997723723,0.967890937
190.8333333,20,24.56453156,23.99376046,22.35,0.976764421,0.909848411
190.8541667,20.5,23.45239451,22.74740808,21.35,0.969939682,0.910354804
190.875,21,22.40210521,21.8673767,20.85,0.976130435,0.9307161
190.8958333,21.5,22.10115902,21.68665933,20.85,0.981245341,0.943389438
190.9166667,22,22.09622043,21.81368806,20.85,0.987213543,0.94360029
190.9375,22.5,22.10381823,21.75510608,20.35,0.984223896,0.920655418
190.9583333,23,21.4741461,21.13923897,20.35,0.98440417,0.947651185
190.9791667,23.5,21.06604807,20.52750947,19.35,0.974435708,0.91853963
191,0,20.89092795,20.24676412,19.35,0.96916538,0.926239373
191.0208333,0.5,20.46237375,19.79910249,18.85,0.96758581,0.921202996
191.0416667,1,20.10231248,19.4543352,18.85,0.967766033,0.937703064
191.0625,1.5,19.89472767,19.24897203,18.35,0.967541368,0.922354923
191.0833333,2,19.54914884,18.97821742,18.35,0.970795075,0.938659793
191.1041667,2.5,19.54900892,19.02059709,18.35,0.972969892,0.938666511
191.125,3,19.37816245,18.87304105,17.85,0.973933473,0.921139971
191.1458333,3.5,19.30834359,18.9104957,18.35,0.979395027,0.950366349
191.1666667,4,19.26738135,18.92830015,18.35,0.982401283,0.952386817
191.1875,4.5,19.43533775,19.08886505,18.35,0.982173055,0.944156476
191.2083333,5,19.44208809,19.08424595,18.35,0.98159446,0.943828663
191.2291667,5.5,19.37940477,19.11029504,18.35,0.986113623,0.946881507
191.25,6,19.42855122,19.14053698,18.35,0.985175722,0.944486276
191.2708333,6.5,20.38215702,20.60330986,19.85,1.010850316,0.973891035
191.2916667,7,20.37323027,20.63196128,20.35,1.012699558,0.998859765
191.3125,7.5,21.52635442,21.80319373,21.35,1.012860483,0.991807511
191.3333333,8,22.43405655,23.32818726,23.35,1.039855953,1.040828258
191.3541667,8.5,23.87630342,25.34197603,25.85,1.061386077,1.082663406
191.375,9,23.91635975,24.22145236,24.35,1.012756649,1.018131532
191.3958333,9.5,23.54699014,23.29884845,21.35,0.989461851,0.906697623
191.4166667,10,21.8188742,21.69960943,20.85,0.994533872,0.955594675
191.4375,10.5,20.62190922,20.21197014,19.85,0.980121187,0.962568489
191.4583333,11,20.10941177,19.60719964,18.85,0.975026016,0.937372023
191.4791667,11.5,19.39192884,18.91720661,18.35,0.975519597,0.946269974
191.5,12,18.94902857,18.42825362,17.85,0.972517063,0.942000796
191.5208333,12.5,18.57670834,18.04652339,17.85,0.971459693,0.960880672
191.5416667,13,19.0893183,18.91571268,18.85,0.990905614,0.987463235
191.5625,13.5,19.74892946,19.89667933,19.85,1.007481412,1.005117773
191.5833333,14,19.56329068,19.38272481,19.85,0.990770169,1.014655475
191.6041667,14.5,19.63424414,19.42041341,19.35,0.989109297,0.985523041
191.625,15,18.89603817,18.48691534,18.35,0.978348751,0.971103034
191.6458333,15.5,19.30542921,19.20577529,18.85,0.994838036,0.976409268
191.6666667,16,18.70029299,18.48171182,18.85,0.988311351,1.008005597
191.6875,16.5,19.67366423,19.75030297,19.35,1.003895499,0.98354835
191.7083333,17,20.6988136,21.37854455,22.35,1.032839126,1.079772031
191.7291667,17.5,21.41672476,22.10531917,22.35,1.032152181,1.043576936
191.75,18,21.9368903,22.42121486,22.35,1.022078086,1.018831735
191.7708333,18.5,21.642452,21.76708002,21.85,1.005758498,1.009589856
191.7916667,19,20.75162918,20.9195301,20.85,1.008090975,1.00474039
191.8125,19.5,20.52246344,20.37065954,19.85,0.992603037,0.967232811
191.8333333,20,20.11625245,20.15954373,19.85,1.002152055,0.986764312
191.8541667,20.5,19.4053815,19.21802957,19.35,0.990345362,0.997146075
191.875,21,19.12265117,18.82169728,18.35,0.984261916,0.959594976
191.8958333,21.5,18.07329517,17.38576938,16.85,0.961959024,0.932314768
191.9166667,22,17.44249801,16.642764,15.85,0.954150259,0.908700118
191.9375,22.5,16.80764601,16.02727056,15.35,0.953570212,0.913274827
191.9583333,23,16.40080441,15.63319213,14.85,0.953196669,0.905443393
191.9791667,23.5,16.07212248,15.40753338,14.85,0.958649575,0.923960106
192,0,15.94987066,15.26308431,14.35,0.956940945,0.899693816
192.0208333,0.5,15.57718188,14.90622674,13.85,0.956927052,0.88912103
192.0416667,1,15.26327373,14.59095467,13.85,0.955951844,0.907406907
192.0625,1.5,14.88819199,14.30820983,13.85,0.961044151,0.930267423
192.0833333,2,14.7280055,14.16106962,13.35,0.961506269,0.906436381
192.1041667,2.5,14.55780886,14.05941107,13.35,0.96576423,0.917033609
192.125,3,14.41224404,13.88854668,13.35,0.963663025,0.926295722
192.1458333,3.5,14.19212656,13.68364235,13.35,0.964171387,0.940662412
192.1666667,4,14.01019221,13.51049707,12.85,0.964333455,0.917189415
192.1875,4.5,14.00991592,13.60533323,12.85,0.97112169,0.917207503
192.2083333,5,13.92132643,13.56198994,13.35,0.974188057,0.958960346
192.2291667,5.5,14.02376216,13.62292306,12.85,0.971417149,0.916301906
192.25,6,14.40779485,14.19561535,13.35,0.985273284,0.926581766
192.2708333,6.5,15.10668115,15.29779639,14.35,1.01265104,0.949910828
192.2916667,7,16.75857831,17.54520532,16.35,1.046938768,0.975619751
192.3125,7.5,18.65364202,19.97824878,18.35,1.071010624,0.983722105
192.3333333,8,19.94375881,21.406491,19.85,1.073342854,0.995298839
192.3541667,8.5,22.62106342,24.79853041,22.35,1.096258383,0.988017211
192.375,9,25.15615674,27.78162425,25.35,1.104366797,1.007705599
192.3958333,9.5,26.43243952,29.02813007,26.85,1.098200945,1.015797274
192.4166667,10,29.34188153,32.8863869,29.85,1.120800207,1.017317174
192.4375,10.5,28.24261322,30.75485611,28.35,1.088952211,1.003802296
192.4583333,11,28.33194747,30.63722637,28.35,1.081366765,1.000637179
192.4791667,11.5,28.70226437,31.47345122,28.85,1.096549415,1.005147177
192.5,12,28.68436381,31.64589978,30.85,1.103245656,1.07549884
192.5208333,12.5,29.06788371,30.98773349,29.35,1.066047112,1.009705429
192.5416667,13,28.80692898,31.41120114,29.35,1.090404366,1.018852097
192.5625,13.5,30.5230587,34.34713331,31.85,1.125284777,1.043473405
192.5833333,14,32.06894132,36.50234931,35.85,1.13824616,1.117904069
192.6041667,14.5,34.00519842,38.42357011,36.35,1.129932243,1.06895421
192.625,15,34.19203224,39.12661289,36.35,1.144319607,1.063113176
192.6458333,15.5,34.56105608,39.96151961,37.35,1.156258637,1.080696143
192.6666667,16,34.57643546,39.81894924,37.35,1.151621002,1.080215456
192.6875,16.5,34.42642841,39.59293026,36.35,1.150073711,1.055874852
192.7083333,17,31.34059974,35.06749702,33.35,1.118915953,1.064114927
192.7291667,17.5,31.08908549,34.41608542,30.85,1.107015047,0.992309665
192.75,18,28.3591996,30.73811921,28.85,1.083885288,1.017306568
192.7708333,18.5,28.15343043,29.78388216,28.85,1.057913075,1.024741908
192.7916667,19,26.38686386,27.14548469,25.85,1.028749943,0.979654124
192.8125,19.5,25.22883776,25.9442677,24.35,1.028357626,0.965165349
192.8333333,20,23.70934603,24.12183174,23.35,1.0173976,0.984843697
192.8541667,20.5,23.45289887,23.70073367,21.85,1.010567342,0.931654553
192.875,21,22.61876491,22.78590037,21.35,1.007389239,0.943906534
192.8958333,21.5,21.7532436,21.62448599,19.85,0.994080993,0.912507595
192.9166667,22,21.20134194,20.87931695,19.35,0.984811103,0.912678077
192.9375,22.5,20.52070443,20.14036409,18.35,0.981465532,0.894218815
192.9583333,23,20.12727482,19.71644664,18.35,0.979588485,0.911698189
192.9791667,23.5,20.21090078,19.96533682,18.35,0.987849925,0.907925886
193,0,20.17059563,20.05571839,18.85,0.994304718,0.934528675
193.0208333,0.5,19.78784974,19.51738663,18.35,0.98633186,0.927336736
193.0416667,1,19.59517228,19.29804889,17.85,0.984836909,0.910938661
193.0625,1.5,19.07342732,18.72637362,17.85,0.981804334,0.935856975
193.0833333,2,18.85608472,18.46544026,17.35,0.979282843,0.920127389
193.1041667,2.5,18.35786724,17.84275456,16.35,0.971940495,0.890626334
193.125,3,17.82085859,17.24892695,16.35,0.967906617,0.917464213
193.1458333,3.5,17.72039976,17.23874923,15.85,0.972819432,0.894449347
193.1666667,4,17.17176967,16.57450957,15.85,0.965218489,0.92302659
193.1875,4.5,16.92016188,16.25719228,15.35,0.960817775,0.907201722
193.2083333,5,16.55711818,15.90635503,14.85,0.960695868,0.896895211
193.2291667,5.5,16.46441496,16.00107537,14.85,0.97185812,0.901945197
193.25,6,16.94714974,16.70127324,15.85,0.985491572,0.935260515
193.2708333,6.5,16.79022361,16.52247291,16.35,0.984053179,0.973780956
193.2916667,7,18.83951948,19.40483932,17.35,1.030007126,0.92093644
193.3125,7.5,20.28290754,21.81821378,19.85,1.075694584,0.978656535
193.3333333,8,22.19430721,23.85103578,22.35,1.074646555,1.007014988
193.3541667,8.5,24.71583732,27.08166167,24.85,1.095720987,1.005428207
193.375,9,26.91248559,29.89470448,27.35,1.110811723,1.016256931
193.3958333,9.5,28.78141243,32.02293617,29.85,1.112625597,1.037127698
193.4166667,10,30.53982771,34.23538386,31.85,1.12100776,1.042900448
193.4375,10.5,32.03608368,35.88502512,33.35,1.120143944,1.041013638
193.4583333,11,33.57081019,37.52280151,34.85,1.117721059,1.038104228
193.4791667,11.5,35.00996204,39.3166621,36.35,1.12301356,1.038275904
193.5,12,36.32807206,41.06171516,37.85,1.130302624,1.041893991
193.5208333,12.5,37.48668144,42.12280826,39.35,1.123673973,1.049706149
193.5416667,13,37.47785767,42.34702409,39.85,1.129921151,1.063294502
193.5625,13.5,38.44541854,43.65152265,40.85,1.135415462,1.062545332
193.5833333,14,40.29165683,46.27997953,41.85,1.148624384,1.038676572
193.6041667,14.5,39.60534784,45.15045671,41.85,1.140009094,1.056675481
193.625,15,39.95050151,45.82137861,41.85,1.146953777,1.047546299
193.6458333,15.5,39.42496546,45.38648094,40.35,1.151211686,1.023463167
193.6666667,16,38.44985231,44.0484967,41.35,1.145608996,1.075426758
193.6875,16.5,37.31519741,42.44452719,38.85,1.137459538,1.041130764
193.7083333,17,35.75121927,40.17205686,36.85,1.123655575,1.030734077
193.7291667,17.5,34.10011754,37.46208921,35.85,1.098591205,1.051316024
193.75,18,32.49954494,34.74888595,33.85,1.069211462,1.041553045
193.7708333,18.5,31.33040573,32.81151815,32.85,1.047273963,1.048502221
193.7916667,19,30.2905423,31.35780836,31.35,1.0352343,1.034976518
193.8125,19.5,29.38303475,30.15627546,30.35,1.02631589,1.032908964
193.8333333,20,27.67945535,28.00058798,27.35,1.011601841,0.988097477
193.8541667,20.5,26.49739402,26.6397144,25.35,1.005371109,0.956697854
193.875,21,25.33602052,25.28692191,23.85,0.998062103,0.941347517
193.8958333,21.5,24.78073621,24.66817839,23.35,0.99545785,0.942264177
193.9166667,22,24.29759327,24.19468909,22.85,0.995764841,0.94042236
193.9375,22.5,23.90841146,23.84915813,22.35,0.997521653,0.93481744
193.9583333,23,23.79114933,23.74834017,22.35,0.998200627,0.939424981
193.9791667,23.5,23.45055153,23.33070229,21.85,0.994889278,0.931747809
